BotName,PlayerHealth,Win,TotalRequests,InvalidResponses,TotalTokens,AvgResponseTime,InvalidRate
RandomBot,14,True,0,0,0,0.0,0.0
RandomBot,41,True,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,63,True,0,0,0,0.0,0.0
RandomBot,48,True,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,19,True,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,58,True,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,0,False,0,0,0,0.0,0.0
RandomBot,80,True,0,0,0,0.0,0.0
